Category,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I told your number to gautham..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Tell them no need to investigate about me anywhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok i juz receive..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Host-based IDPS for linux systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Don no da:)whats you plan?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ill be there on  &lt;#&gt;  ok.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oh my God. I'm almost home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Total video converter free download type this in google search:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Sounds like something that someone testing me would sayy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hows the champ just leaving glasgow!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,K:)all the best:)congrats...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I wonder if you'll get this text?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I need to come home and give you some good lovin...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Shall i ask one thing if you dont mistake me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Check wid corect speling i.e. Sarcasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Are you angry with me. What happen dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yup ok thanx...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hi:)cts employee how are you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Pls pls find out from aunt nike.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,No screaming means shouting..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey what happen de. Are you alright.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Should I have picked up a receipt or something earlier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I think chennai well settled?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oh dang! I didn't mean o send that to you! Lol!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Horrible bf... I now v hungry...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Remember on that day..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,All sounds good. Fingers . Makes it difficult to type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Midnight at the earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,K come to nordstrom when you're done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Now press conference da:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,After completed degree. There is no use in joining finance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Shant disturb u anymore... Jia you...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Me, i dont know again oh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Dude sux for snake. He got old and raiden got buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,In e msg jus now. U said thanks for gift.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,U too...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok how you dear. Did you call chechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yeah we do totes. When u wanna?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know mo-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Wat r u doing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Dude just saw a parked car with its sunroof popped up. Sux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Get ready to put on your excellent sub face :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Tmrw. Im finishing 9 doors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I am late. I will be there at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"whatever, im pretty pissed off.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I dont have that much image in class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,No:-)i got rumour that you going to buy apartment in chennai:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Near kalainar tv office.thenampet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Why is that, princess? I bet the brothas are all chasing you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"I shall book chez jules for half eight, if that's ok with you?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Yep, at derek's house now, see you Sunday &lt;3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Sorry, I'll call later",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,At 4. Let's go to bill millers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,That's my honeymoon outfit. :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Will it help if we propose going back again tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Pls confirm the time to collect the cheque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Daddy will take good care of you :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Yeah probably, I still gotta check out with leo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,K.then any other special?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok pa. Nothing problem:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,When you came to hostel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok no prob... I'll come after lunch then...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,You all ready for * big day tomorrow?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'll probably be around mu a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Thnx dude. u guys out 2nite?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Mm i had my food da from out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Did u download the fring app?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Friends that u can stay on fb chat with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Ah, well that confuses things, doesn‘t it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Dear how you. Are you ok?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yes princess! I want to make you happy...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I am going to film 2day da. At 6pm. Sorry da.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yesterday its with me only . Now am going home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Great comedy..cant stop laughing da:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Alright, we're all set here, text the man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Sleeping nt feeling well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,India have to take lead:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I.ll post her out l8r. In class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Thts wat Wright Brother did to fly..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,ITS A LAPTOP TAKE IT WITH YOU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
